Review Title,Review Text,Sentiment,Review Length
Classy product,One shuttle was of medium quality. But the other four shuttles are great. I searched for the scratch code in sunrisetnt website and found it to be genuinene.,1,28
Fabulous!,Delivery very fast and original product,1,6
Must buy!,Very nice,1,2
Excellent,"These are superb and original. Before ordering, I had a doubt whether I would get right product. While opening itself, I have understood that they are original and after playing, highly satisfied. Thank you.",1,34
Super!,Original product,1,2
Highly recommended,Good...,1,1
Perfect product!,Very nice 👌,1,3
Worth every penny,Very nice,1,2
Terrific purchase,"Superb, original quality.",1,3
Good,Worth for money,1,3
Could be way better,Worth and price is less,1,5
Excellent,Excellent,1,1
Horrible,Nice product,1,2
Really Nice,Best experience,1,2
Best in the market!,Very bad because I repeated order but he send cheap quality shattels,1,12
Brilliant,Excellent.....,1,1
Wonderful,Good quality,0,2
Utterly Disappointed,Bad,0,1
Just okay,Cheapest rate ever for the best outdoor cork.,1,8
Value-for-money,Nice Product ..... Specially good choice for Smashes,1,8
Fabulous!,Quality was ok but cost of this product is too high,0,11
Nice,it's a best shuttle for playing outside .,1,8
Good,Not a good quality,0,4
Awesome,Not good,0,2
Wonderful,"I am regularly playing with mavis 350, it is durable and good, cost effective, it lasts for 8 to 10 games",1,21
Simply awesome,"Weight is quite hight,though it's written slow.Its quite fast ..But good...",1,11
Highly recommended,Perfect thank you product,1,4
Classy product,this is best for smash,1,5
Good quality product,very nice product 👍,1,4
Worth the money,Nice,0,1
Terrific purchase,"Quality is not good, this is not like original one.",0,10
Wonderful,Nice product for the bigginer,1,5
Terrific,Very Good Poduct,1,3
Fabulous!,very  good,1,2
Not good,Original & nice product,1,4
Simply awesome,"A little slow, overall good",1,5
Terrific purchase,Very nice,1,2
Delightful,good product but delivery too late,1,6
Simply awesome,The shuttles are very good...,1,5
Fair,Original product thanks to flip cards,1,6
Good product,Excellent work by flipkart,1,4
Excellent,Not moving quick. I have better experience with MAVIS 200i,0,10
Must buy!,Ok,1,1
Perfect product!,Fine,1,1
Highly recommended,Good Product by flipkart. Thanks for faster delivery,1,8
Brilliant,Nice quality,1,2
Value-for-money,Good product,0,2
Delightful,Nice 👌👌👌👌,1,2
Brilliant,Excellent,1,1
Terrific purchase,Awesome product and highly durable,1,5
Mind-blowing purchase,very nice product 👌👌 at a better price,1,8
Fabulous!,Nice product good performance,1,4
Fabulous!,Good one,1,2
Classy product,Too good,1,2
Does the job,Niceee,1,1
Perfect product!,good shuttle,1,2
Worth the money,Good one.,1,2
Super!,From the beginning i like these shuttles.I am happy to buy it again.,1,13
Awesome,I think most of people know about this product who play badminton so no need to tell about this product,1,20
Classy product,Good quality and reasonable price,1,5
Mind-blowing purchase,Great One!,1,2
Nice,Good,0,1
Fabulous!,Good quality original shuttle,1,4
Great product,Great product..,1,2
Good,Original brand,1,2
Just wow!,Awesome.,1,1
Nice product,Nice one..,1,2
Best in the market!,Best playing experience with this shuttle cork..............It's amazing product,1,9
Must buy!,Need more,1,2
Best in the market!,It is soo nice .l like to play with it in indoor,1,12
Best in the market!,Ok,1,1
Fabulous!,Delivery at time and all the safety precautions has been followed by the delivery man,1,15
Great product,Could've been a bit heavier.,0,5
Super!,Excellent product from Flipkart,1,4
Fair,Nice shuttle . Must buy . It is better than the other brands,1,13
Good,Nice,1,1
Terrific purchase,Nic product...,1,2
Good choice,nice product,1,2
Worth every penny,Very valuable for this price in lockdown time,1,8
Must buy!,Average,0,1
Must buy!,One shuttle for 3-4 days only,0,6
Terrific purchase,Superb product.,1,2
Hated it!,Good,1,1
Fabulous!,avg,0,1
Terrific,very good,0,2
Awesome,Must buyyy,1,2
Delightful,Good product.,1,2
Highly recommended,Super fast delivery thanku pruthvi delivery boy,1,7
Don't waste your money,Not Good It is so Hard,0,6
Awesome,Super it's really amazing,1,4
Fair,Good product. We play daily for 2 hrs. Each shuttle comes for a week atleast,1,15
Does the job,"Very nice, used mavis 10 before, but this is on another level. U can feel the difference only after using it.",1,21
Must buy!,Best in business,1,3
Very poor,Good shuttles. Felt like bit expensive than sports shop.,1,9
Just okay,"Nice, perfect shot & quality product...",1,6
Bad quality,It's not long lasting I'm playing only 1 days and this product Was damaged I'm very disappointed for this product,0,20
Great product,Value for money,1,3
Fair,Average,0,1
Highly recommended,awsome,1,1
Very poor,Not up to the mark,0,5
Mind-blowing purchase,Good,0,1
Terrific purchase,product quality is not good,0,5
Nice product,Break in just 2-3 Sets,0,5
Worth the money,Best of outder,1,3
Awesome,Very bad,0,2
Classy product,Nic product,1,2
Fabulous!,Good product service is good,0,5
Terrific,Bad quality and doesn't lasts for more than 5 games. Both base and shuttle are separated automatically while playing. I was hear fully disappointed with the quality of the product.,0,30
Awesome,Nice one.,1,2
Best in the market!,Very nice,1,2
Just wow!,What a fast delivery...superb,1,4
Not good,Better than mavis 10 and 1000,1,6
Terrific purchase,good product 👍excellent,1,3
Great product,Good quality.,1,2
Super!,Quality is better than yellow,1,5
Excellent,Finally got original product,1,4
Must buy!,Good shuttle,1,2
Classy product,"Orginal shuttle. Best buy while comparing same product from shops, shop one's don't last more and goes like bullet. This one is really fun to play with. Feel is excellent.",1,30
Value-for-money,"Poor quality, very old stock provided.",0,6
Worst experience ever!,Very good shuttle Superp durability compared to other.Original Very reliableIn budget item.,1,12
Good,Super product it lasts for 3 to 4 years,1,9
Just okay,Good quality,1,2
Terrific purchase,Very happy with the quality and delivery,1,7
Nice product,Good quality product,1,3
Super!,best shuttle in less price nice 😊😊😊😊😊,1,7
Good choice,Superb,1,1
Classy product,Best,1,1
Terrific,Very bad 😧👎 quality this pack,0,6
Pretty good,Good product fast delivery flipkart.,0,5
Very Good,Good,0,1
Good choice,Well fine and good Got the product in time,1,9
Good quality product,Good for beginners,1,3
Awesome,my experience was quite good with this product till date.,1,10
Good choice,Very nice,1,2
Excellent ,Genuine product!,1,2
Brilliant,Shuttles at there best,1,4
Just wow!,Ok,1,1
Just wow!,Good cap very  very game so better......,1,7
Awesome,good best,1,2
Awesome,Product is nice and delivered in time..,1,7
Not recommended at all,good,1,1
Perfect product!,Excellent,1,1
Delightful,Original shuttle very fine for play outside too.,1,8
Pretty good,Very good shuttle,1,3
Terrific purchase,Awesome product..,1,2
Mind-blowing purchase,Impressed,1,1
Mind-blowing purchase,Long lasting,1,2
Mind-blowing purchase,product is not good2 shuttles got broken in only 3 matches It's my advice don't buy it,0,17
Moderate,Good product...thnx flipcart,1,3
Simply awesome,Yonex Mavis 350 Nice quality.....and delivery also on time thank u flipkart....,1,12
Don't waste your money,Nice quality,1,2
Very Good,Value for money,1,3
Wonderful,No words about this.... awesome product,1,6
Very poor,I felling Very good when I play.,1,7
Fabulous!,Nice product.,1,2
Excellent,great,1,1
Worth every penny,After playing one match the... Cap is rotating..  poor quality..... Second quality..... 3 times i got second quality....yonex Cheating us......,0,20
Highly recommended,Super Durable Shuttels,1,3
Good,Poor quality,0,2
Mind-blowing purchase,nice,1,1
Not recommended at all,Super,1,1
Delightful,Nice products,1,2
Worth the money,Good product good delivery service,1,5
Fair,The quality of the shuttle is very bad. The product received is defective. The cork is getting damaged only for one game,0,22
Simply awesome,Awesome purchase,1,2
Wonderful,Good servece,1,2
Just wow!,Very nice and best price,1,5
Value-for-money,Life time is less.,0,4
Fair,good product..,1,2
Classy product,"Very disappointed. The ones I bought on January was bad and did not last even a month. This is even worse. I ordered ""SLOW"" but God alone knows how- the shuttles are mostly SUPER FAST.. Sounds heavy the moment it touches the racket strings.?",0,44
Very poor,Recomended for medium range players.,1,5
Fabulous!,Some are at yellow part getting dammage quickly other than that ok,1,12
Great product,Average .,0,2
Useless product,Best in The Market,1,4
Must buy!,Good shuttle,1,2
Terrific purchase,Good product and delivery  thanks to flipcart,1,7
Wonderful,Best in class followed by durability,1,6
Worth every penny,NO BAD,0,2
Delightful,Good product,1,2
Just wow!,The product is not genuine.U can identify by seeing the plastic cap of the box,0,15
Really Nice,Super perfect fly,1,3
Wonderful,poor quality.....,0,2
Awesome,Good shuttle,1,2
Perfect product!,Price is goodQuality is goodAnd also fast delivery,1,8
Terrific,What a shuttle like yonex branding best shuttles ever,1,9
Brilliant,Better for both indoor and outdoor,1,6
Simply awesome,good,1,1
Did not meet expectations,Best quality 👌,1,3
Delightful,good stuff....,1,2
Classy product,nice shuttle,1,2
Simply awesome,Very bice product,1,3
Good,Best,1,1
Awesome,"Good one , timely delivered",1,5
Super!,Aswm product i am happy with it,1,7
Nice product,Super,0,1
Very Good,Nice one. Very durable.,1,4
Simply awesome,Its quality is similar as i wanted....i satisfied,1,8
Best in the market!,Good Product and Excellent Service,1,5
Not recommended at all,superb,1,1
Highly recommended,Some shuttle have flight problem,0,5
Just wow!,Good quality,1,2
Simply awesome,Awsm,1,1
Just wow!,Got original ones .,1,4
Pretty good,Good choice,1,2
Good choice,Good service and good product,1,5
Perfect product!,Thanku,1,1
Terrific,Not bad,1,2
Brilliant,Poor quality,0,2
Worth the money,best,1,1
Does the job,good,1,1
Brilliant,Reliable..,1,1
Waste of money!,Nice,1,1
Delightful,Good we can buy,1,4
Not good,Good product and timely delivered,1,5
Excellent,Not good,1,2
Awesome,Gud,0,1
Perfect product!,best,1,1
Brilliant,Damage product...,0,2
Nice product,Very very bad qualty,0,4
Highly recommended,great lovebit,1,2
Terrific purchase,As regular 😇,1,3
Highly recommended,Ok,1,1
Fabulous!,"Not For pro players, it wl hardly last 2daysFeather like quality bt low temper",0,14
Nice product,"Good and lasting, it is normal, i think it is the best",1,12
Good quality product,nice landing safely nice shuttlesssss,1,5
Very Good,Good quality of the product,1,5
Great product,good quality of shuttles.....,1,4
Terrible product,Good,1,1
Great product,Got with proper Yonex authentication,1,5
Just wow!,thank you....,1,2
Very poor,Excellent condition/performance...,1,2
Good quality product,Excellent,1,1
Perfect product!,Awesome look & material,1,4
Just okay,I love this product,1,4
Unsatisfactory,Items quality are too bad,0,5
Value-for-money,Mice,1,1
Great product,Only for 2-4 game ...Very bad quality..not as original product,0,10
Really Nice,nice,1,1
Worth the money,Quality slightly decrease compared with old,1,6
Great product,Best,1,1
Best in the market!,Good shuttle,1,2
Super!,Kk good not bad,0,4
Very poor,wast of money cheap quality,0,5
Wonderful,Awsome,1,1
Awesome,good product,1,2
Highly recommended,super,1,1
Excellent,good guality,1,2
Value-for-money,Genuine product low cost👍,1,4
Wonderful,very good product. speed of the shuttle in the air is good.,1,12
Does the job,kwality is best ..,1,4
Great product,bad quality .. don't waste your money ...,0,8
Good,good,1,1
Not good,Wonderful product delivered timely by Flipkart. Thank you filipkart.,1,9
Best in the market!,Quality is excellent,1,3
Simply awesome,Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart.,1,18
Fair,Nice product.......... durable also,1,4
Just wow!,Not liked,0,2
Good choice,lasting....,1,1
Worth the money,nice,0,1
Just wow!,In 6 Shuttles only 2 are original shuttles....,0,8
Good choice,Super Quality,1,2
Nice,good just like feather shuttle,1,5
Mind-blowing purchase,Quality good.... cheaper than shops...speed ok...,1,6
Hated it!,ok,0,1
Simply awesome,Best in Value. Used it.,1,5
Just wow!,Original product,1,2
Wonderful,good quality,1,2
Wonderful,Bit costly,1,2
Waste of money!,"Excellent service, got in one day even at remote location like Gangtok",1,12
Mind-blowing purchase,Best product and lowest price 664,1,6
