Final Text,Sentiment
classy product. this time we got substandard ones...,0
great product. product looks too old ..very poor,0
excellent. it is a good product for outdoor player..,0
worth every penny. the shuttles are faulty. it can t go straight it dislodge from its position when it flies,0
terrific purchase. genuine product,1
moderate. fabulous,1
very good. this is not original ....the shuttle lasts for one hour play...the area above the cork gets cut hence changing the flight n speed...not happy,0
unsatisfactory. bad quality.,1
value for money. good quality,1
worth the money. good for beginners,1
fabulous . excellent product... nice,1
absolute rubbish . not good as f quality. mixed green black corks were found.,0
terrific. nice one,1
terrific purchase. took a lot of time in delivery,0
perfect product . it s old stock...,0
not recommended at all. good service flipcard,1
worth every penny. quality was not as per expectations,0
perfect product . it is very soft hardly go for to match,1
just wow . very fast delivery,1
decent product. good product,1
terrific purchase. it s not a genuine product..,0
worth the money. great product and good service by flipkart,1
mind blowing purchase. excellent service flipkartdiscount price is very less,1
mind blowing purchase. recommended,1
decent product. very poor product old product delivered,0
good choice. best,1
really nice. its good,1
just okay. genuine product....,1
fabulous . product quality is so bad it last for one day,0
could be way better. cheapest than market and quality assurance,1
wonderful. this was my second purchase and oddly enough shuttle was jumping a lot. this issue was there for entire lot in the box. wondering if it is original yonex 350.,0
absolute rubbish . good product,1
brilliant. 350 is not good as its. its lasting only 2 days. u should improve its quality,0
super . genuine product highly recommendable.,0
excellent. good quality,1
fabulous . price is reasonable as compare to market but shuttle speed is more as compare to slow shuttle,1
expected a better product. not good,0
very good. its nice,1
really nice. not good,0
excellent. very nice product,1
fabulous . online purchase is better than offline purchase,1
fabulous . good product,1
terrific. not original. shuttles are wobbling from 1st game itself.,0
just okay. plastic quality not good,1
simply awesome. made in japan wow,1
very good. very goooood,1
highly recommended. very good product,1
excellent. super,1
mind blowing purchase. awsome,1
fabulous . flip cart services cell is ultimate,1
simply awesome. one shuttle lasts for 4 days...good but mavis 220i is better as it lasts 3 days and is half the price of mavis350,0
brilliant. flipkart sells old product.,0
wonderful. original product. received in time and was packed well.,1
unsatisfactory. very good,1
must buy . gd quality very nyc,1
worth every penny. it s a original product.,1
mind blowing purchase. nice products,1
mind blowing purchase. superb,1
nice. very good product,1
must buy . good quality,1
fair. very bad quality got broken in just 2 days don t buy it at all,0
fabulous . nice quality,1
must buy . satisfied,1
perfect product . guinine product,1
useless product. best shuttle to play with,1
terrific purchase. it s very nice,1
highly recommended. best shuttle..mavis 350 i like that..,1
really nice. average,0
delightful. i am using this shuttle for my everyday practice.this shuttle is of better quality in comparison to mavis 200 which costs less than this.each shuttle lasts for 4 5 days as our daily practice consists of 10 games along with smash shots.so this shuttle suits our requirement for everyday practice.the yellow shuttle has a better visibility than the white one.the colour band at the base of shuttle represents the speed of the shuttle i.e green band is for slow speed blue band is for medium speed an...,1
worth every penny. ok,0
does the job. best price than shop,1
moderate. nice,1
not recommended at all. one among 6 shuttle was found used. such cheat is not expected from flipkart.,0
bad quality. go for it,1
terrific purchase. so good,1
classy product. its the original yonex mavis 350. got product manufactured in august 2018,1
great product. ok,1
brilliant. not bad,1
could be way better. very good product,1
terrific purchase. durability is not as expected 5 games later it worn out,0
wonderful. broke 2 shuttle in just 30min of playing. i think we got a duplicate one but on website of yonex it shows that the product is genuine.,0
best in the market . it is a good product and it is very light,1
best in the market . very bed,0
must buy . slow shuttles,0
great product. awesome,1
brilliant. good quality..and nyc,1
worthless. shuttles broke only after a short usage...,0
wonderful. very nice product,1
classy product. very badshuttle doesn t lasts an hour,1
mind blowing purchase. super product,1
best in the market . very good product,1
nice product. very good,1
pretty good. the item is in good condition and the delivery was faster than they told,1
mr. quality is very bad,1
waste of money . very good,1
great product. not a good product it,0
worst experience ever . best products and delivery time is also less consumed,1
nice product. reasonable price and good quality.,1
good choice. good for outdoor playing.not for indoor courts.,1
worth the money. nce,1
wonderful. adorble shuttle,1
terrific purchase. good as usual,1
wonderful. ram,1
perfect product . opened box was delivered,0
